Title,Company,Location,Is_Remote,Rating,Salary,salary_low,salary_high,salary_avg,experience_level,tech_keywords,clean_location
Software Engineer - AppleTV App,Apple4.1,"Seattle, WA",False,4.1,$135K - $251K(Employer est.),135000.0,251000.0,193000.0,Entry,Other,Seattle
Software Engineer,Makrö Gaming Studios,"Kennesaw, GA",False,3.9,$80K - $120K(Employer est.),80000.0,120000.0,100000.0,Entry,Other,Kennesaw
Senior Software Engineer,Roku3.7,"San Jose, CA",False,3.7,$417K - $617K(Employer est.),417000.0,617000.0,517000.0,Senior,Other,San Jose
Software Engineer II,Disney Entertainment3.9,"Santa Monica, CA",False,3.9,$109K - $169K(Employer est.),109000.0,169000.0,139000.0,Mid,Other,Santa Monica
Delivery Excellence - Software Engineering - Associate - Summer / Fall 2025,PRICE WATERHOUSE COOPERS3.8,"Chicago, IL",False,3.8,$72K - $100K(Employer est.),72000.0,100000.0,86000.0,Entry,Other,Chicago
Entry Level MEAN Stack Developer,Antra3.9,"Sterling, VA",False,3.9,$60K - $70K(Employer est.),60000.0,70000.0,65000.0,Entry,Other,Sterling
Software Engineer - Backend,Uber3.8,"San Francisco, CA",False,3.8,$167K - $186K(Employer est.),167000.0,186000.0,176500.0,Entry,Backend,San Francisco
Web Developer II,Choctaw Nation4.0,"Durant, OK",False,4.0,$52K - $75K(Glassdoor est.),52000.0,75000.0,63500.0,Mid,Other,Durant
"Software Engineer, Quantitative",FanDuel4.0,"New York, NY",False,4.0,$125K - $156K(Employer est.),125000.0,156000.0,140500.0,Entry,Other,New York
Software Engineer,COLLETTE TRAVEL SERVICE INC4.0,"Pawtucket, RI",False,4.0,Not Disclosed,,,,Entry,Other,Pawtucket
Machine Learning Software Engineer,RIOS Intelligent Machines Inc.4.4,"Menlo Park, CA",False,4.4,$130K - $250K(Employer est.),130000.0,250000.0,190000.0,Entry,Other,Menlo Park
Sr. Software Engineer (Back End / Machine Learning),PlayStation Global4.0,"San Mateo, CA",False,4.0,$188K - $282K(Employer est.),188000.0,282000.0,235000.0,Senior,Other,San Mateo
"Full Stack Software Engineer, Leverage Engineering",OpenAI4.5,"San Francisco, CA",False,4.5,$325K - $405K(Employer est.),325000.0,405000.0,365000.0,Entry,Full Stack,San Francisco
Software Engineer - Web Dev - Frontend - AI,Keywords Studios3.6,"San Francisco, CA",False,3.6,$50.00 - $80.00 Per Hour(Employer est.),104000.0,166400.0,135200.0,Entry,Frontend,San Francisco
Software Engineer III,Aflac3.9,Remote,True,3.9,$97K - $140K(Employer est.),97000.0,140000.0,118500.0,Senior,Other,Remote
Senior Software Engineer - Metadata Snowgrid,Snowflake3.9,"Bellevue, WA",False,3.9,$222K - $339K(Employer est.),222000.0,339000.0,280500.0,Senior,Data,Bellevue
Software Engineer I,"AmTrust Financial Services, Inc.3.9","Cleveland, OH",False,3.9,$61K - $81K(Glassdoor est.),61000.0,81000.0,71000.0,Entry,Other,Cleveland
Software Engineer II,"AmTrust Financial Services, Inc.3.9","Cleveland, OH",False,3.9,$79K - $101K(Glassdoor est.),79000.0,101000.0,90000.0,Mid,Other,Cleveland
Software Engineer,SkySafe2.6,Remote,True,2.6,$145K - $200K(Employer est.),145000.0,200000.0,172500.0,Entry,Other,Remote
Java MicroServices Developer (Remote),R2 Technologies Corporation4.6,"Atlanta, GA",False,4.6,$70.00 - $80.00 Per Hour(Employer est.),145600.0,166400.0,156000.0,Entry,Java,Atlanta
Associate Software Engineer - ADS,ASRC Federal3.7,"Moorestown, NJ",False,3.7,$67K - $91K(Glassdoor est.),67000.0,91000.0,79000.0,Entry,Other,Moorestown
Associate Embedded Software Engineer (Entry Level),Intramotev5.0,"Saint Louis, MO",False,5.0,$50K - $84K(Glassdoor est.),50000.0,84000.0,67000.0,Entry,Other,Saint Louis
Software Engineer (Full Stack),AbbVie4.0,"Worcester, MA",False,4.0,Not Disclosed,,,,Entry,Full Stack,Worcester
Software Engineer,PropelSys3.9,"Plano, TX",False,3.9,Not Disclosed,,,,Entry,Other,Plano
Software Engineer II,Volusia Sheriff's Office3.2,"Daytona Beach, FL",False,3.2,$66K(Employer est.),66000.0,66000.0,66000.0,Mid,Other,Daytona Beach
Software Engineer,Alltech International4.0,"Augusta, GA",False,4.0,$110K(Employer est.),110000.0,110000.0,110000.0,Entry,Other,Augusta
AI Software Engineer (Internal Engineering) (Remote),KnowBe43.8,"Clearwater, FL",False,3.8,$90K - $115K(Employer est.),90000.0,115000.0,102500.0,Entry,Other,Clearwater
Software Engineer,LKQ Corporation3.5,"Nashville, TN",False,3.5,$78K - $116K(Glassdoor est.),78000.0,116000.0,97000.0,Entry,Other,Nashville
Devops Engineer with AWS,R2 Technologies Corporation4.6,"Atlanta, GA",False,4.6,$75.00 - $80.00 Per Hour(Employer est.),156000.0,166400.0,161200.0,Entry,Other,Atlanta
"Machine Learning Engineer - Infrastructure, Automated Officiating",the NBA3.7,"New York, NY",False,3.7,$210K - $300K(Employer est.),210000.0,300000.0,255000.0,Entry,Other,New York
Junior Software Engineer,Cinteot4.9,"Herndon, VA",False,4.9,$70K - $85K(Employer est.),70000.0,85000.0,77500.0,Entry,Other,Herndon
Software Engineering Manager,PlayStation Global4.0,"San Mateo, CA",False,4.0,$196K - $293K(Employer est.),196000.0,293000.0,244500.0,Entry,Other,San Mateo
Bioinformatics Software Engineer,AccuraGen2.5,"San Jose, CA",False,2.5,$114K - $187K(Glassdoor est.),114000.0,187000.0,150500.0,Entry,Other,San Jose
Software Development Engineer in Test - Contractor,PlayStation Global4.0,"San Francisco, CA",False,4.0,$55.00 - $70.00 Per Hour(Employer est.),114400.0,145600.0,130000.0,Entry,Other,San Francisco
Hiring Entry Level Software Engineer,AG Technologies2.7,"San Diego, CA",False,2.7,$70K - $110K(Glassdoor est.),70000.0,110000.0,90000.0,Entry,Other,San Diego
Software Engineer Frontend / Fullstack,RainesDev,"New York, NY",False,3.9,$135K - $200K(Employer est.),135000.0,200000.0,167500.0,Entry,Frontend,New York
Software Engineer II,Tempus3.1,"Chicago, IL",False,3.1,$85K - $130K(Employer est.),85000.0,130000.0,107500.0,Mid,Other,Chicago
Senior Software Engineer,The University of Chicago4.1,"Chicago, IL",False,4.1,$80K - $120K(Employer est.),80000.0,120000.0,100000.0,Senior,Other,Chicago
C++ Software Engineer - Trading Services,Millennium Management3.5,"New York, NY",False,3.5,$160K - $250K(Employer est.),160000.0,250000.0,205000.0,Entry,C++,New York
Software Engineer III,TREW LLC3.2,"West Chester, OH",False,3.2,Not Disclosed,,,,Senior,Other,West Chester
"Software Engineer, Frontend (All Teams)",DoorDash USA3.6,"San Francisco, CA",False,3.6,$131K - $192K(Employer est.),131000.0,192000.0,161500.0,Entry,Frontend,San Francisco
AI Software Application Engineer,Syntiant4.8,"Irvine, CA",False,4.8,$175K - $215K(Employer est.),175000.0,215000.0,195000.0,Entry,Other,Irvine
Full-Stack Engineer,Mintex Technologies,"New York, NY",False,3.9,$150K - $171K(Employer est.),150000.0,171000.0,160500.0,Entry,Other,New York
"Software Engineer, Web Developer Experience",DoorDash USA3.6,"Seattle, WA",False,3.6,$160K - $235K(Employer est.),160000.0,235000.0,197500.0,Entry,Other,Seattle
Software Engineer,Innovative Defense Technologies (IDT)4.5,"Arlington, VA",False,4.5,$90K - $184K(Employer est.),90000.0,184000.0,137000.0,Entry,Other,Arlington
BI Software Design Engineer,Capgemini Engineering3.9,"Washington, DC",False,3.9,$65K - $159K(Employer est.),65000.0,159000.0,112000.0,Entry,Other,Washington
Software Engineer,Maganti IT Resources4.4,"Waterbury, CT",False,4.4,Not Disclosed,,,,Entry,Other,Waterbury
Research Software Engineer,New York University4.3,"New York, NY",False,4.3,$100K - $250K(Employer est.),100000.0,250000.0,175000.0,Entry,Other,New York
Software Engineer III,Young Living Essential Oils3.0,"Lehi, UT",False,3.0,Not Disclosed,,,,Senior,Other,Lehi
Software Engineer 4,Conde Nast3.3,"New York, NY",False,3.3,$180K(Employer est.),180000.0,180000.0,180000.0,Entry,Other,New York
Senior Software Engineer - Containers and Integrations,Corelight4.0,"San Francisco, CA",False,4.0,$153K - $188K(Employer est.),153000.0,188000.0,170500.0,Senior,Other,San Francisco
Backend / Infrastructure Engineer,RainesDev,"San Francisco, CA",False,3.9,$140K - $200K(Employer est.),140000.0,200000.0,170000.0,Entry,Backend,San Francisco
FMSS - AEM_Software Engineer,Miracle Software Systems3.4,Michigan,False,3.4,Not Disclosed,,,,Entry,Other,Michigan
Robotics Software Engineer,Wilder Systems3.1,"Austin, TX",False,3.1,$95K - $145K(Employer est.),95000.0,145000.0,120000.0,Entry,Other,Austin
Sr. Software Engineer-Informatica,CNA Insurance3.9,"Chicago, IL",False,3.9,$99K - $144K(Glassdoor est.),99000.0,144000.0,121500.0,Senior,Other,Chicago
Deloitte Technology |Product Engineering |Fullstack Software Engineer| Vision360,Deloitte3.9,"Horsham, PA",False,3.9,$93K - $191K(Employer est.),93000.0,191000.0,142000.0,Senior,Other,Horsham
"Software Engineer, iOS (All Teams)",DoorDash USA3.6,"San Francisco, CA",False,3.6,$131K - $192K(Employer est.),131000.0,192000.0,161500.0,Entry,Other,San Francisco
Sr Software Engineer (JAVA/IICS/Informatica),CNA Insurance3.9,"Chicago, IL",False,3.9,$72K - $141K(Employer est.),72000.0,141000.0,106500.0,Mid,Java,Chicago
Software Developer,"Valor Systems, Inc.",Remote,True,3.9,$70K - $125K(Employer est.),70000.0,125000.0,97500.0,Not Specified,Other,Remote
"Software Developer – Buffalo, NY",National Fuel Gas Company3.5,"Buffalo, NY",False,3.5,$61K - $89K(Employer est.),61000.0,89000.0,75000.0,Not Specified,Other,Buffalo
Software Developer,ClientServer Technology Solutions1.0,"Iselin, NJ",False,1.0,$86K - $127K(Glassdoor est.),86000.0,127000.0,106500.0,Not Specified,Other,Iselin
Software Developer,Alivi4.2,"Miami, FL",False,4.2,$64K - $116K(Glassdoor est.),64000.0,116000.0,90000.0,Not Specified,Other,Miami
Software Developer -.NET,Tricon Residential3.9,"Tustin, CA",False,3.9,$97K - $195K(Employer est.),97000.0,195000.0,146000.0,Not Specified,Other,Tustin
Software Developer,The Grace Company3.5,"West Jordan, UT",False,3.5,$70K - $90K(Employer est.),70000.0,90000.0,80000.0,Not Specified,Other,West Jordan
Software Developer,Paycom Payroll Llc3.3,"Oklahoma City, OK",False,3.3,Not Disclosed,,,,Not Specified,Other,Oklahoma City
Full-Stack Developer,Dillards3.1,"Little Rock, AR",False,3.1,$42K - $71K(Glassdoor est.),42000.0,71000.0,56500.0,Not Specified,Other,Little Rock
Full Stack developer,Ascendion4.0,"Charlotte, NC",False,4.0,$105K - $110K(Employer est.),105000.0,110000.0,107500.0,Not Specified,Full Stack,Charlotte
Software Developer,Marceco Ltd3.6,"Grand Rapids, MI",False,3.6,$85K(Employer est.),85000.0,85000.0,85000.0,Not Specified,Other,Grand Rapids
IT Software Developer Lead,Progressive3.9,Remote,True,3.9,$129K - $150K(Employer est.),129000.0,150000.0,139500.0,Entry,Other,Remote
Full Stack Developer,eShocan LLC4.6,"Newark, CA",False,4.6,$70.29 - $74.10 Per Hour(Employer est.),146203.2,154128.0,150165.6,Not Specified,Full Stack,Newark
Front-End Developer,Federated Auto Parts Distributors Inc.3.6,"Staunton, VA",False,3.6,$70K - $110K(Employer est.),70000.0,110000.0,90000.0,Not Specified,Other,Staunton
Software Developer I,"Data Dimensions, LLC2.9",Wisconsin,False,2.9,Not Disclosed,,,,Entry,Other,Wisconsin
Full Stack Developer (FLRAA),Mobileappsus,Remote,True,3.9,$45.00 - $47.00 Per Hour(Employer est.),93600.0,97760.0,95680.0,Not Specified,Full Stack,Remote
JavaScript Developer,"ABCS, Inc.4.1",Arizona,False,4.1,$50.00 - $55.00 Per Hour(Employer est.),104000.0,114400.0,109200.0,Entry,Java,Arizona
5530 Software Developer,Infoorigin inc3.4,"Pontiac, MI",False,3.4,$46.68 - $49.65 Per Hour(Employer est.),97094.4,103272.0,100183.2,Senior,Other,Pontiac
Software Developer,Placer County3.7,"Auburn, CA",False,3.7,$46.71 - $58.33 Per Hour(Employer est.),97156.8,121326.4,109241.6,Not Specified,Other,Auburn
Java Full Stack React JS Developer,Capgemini3.8,"Chicago, IL",False,3.8,$38.83 - $60.68 Per Hour(Employer est.),80766.4,126214.4,103490.4,Not Specified,"Java, Full Stack",Chicago
Software Developer II,"Jazwares, LLC3.5","Fort Lauderdale, FL",False,3.5,$67K - $97K(Glassdoor est.),67000.0,97000.0,82000.0,Mid,Other,Fort Lauderdale
Software Developer,iSynergy IT,"California City, CA",False,3.9,$100K - $120K(Employer est.),100000.0,120000.0,110000.0,Not Specified,Other,California City
Full Stack Software Developer,Vital Services3.4,"Oak Ridge, TN",False,3.4,$75K - $125K(Employer est.),75000.0,125000.0,100000.0,Not Specified,Full Stack,Oak Ridge
WPF Software Developer,Piper Companies4.0,"Malvern, PA",False,4.0,$110K - $130K(Employer est.),110000.0,130000.0,120000.0,Not Specified,Other,Malvern
Senior Software Engineer - Pricing & Promotions,CVS Health3.2,"Wellesley, MA",False,3.2,$102K - $284K(Employer est.),102000.0,284000.0,193000.0,Senior,Other,Wellesley
Software Developer,Luxoft3.8,United States,False,3.8,$115K(Employer est.),115000.0,115000.0,115000.0,Not Specified,Other,Remote
Junior Developer to build applications using AI,Aneto Software,Remote,True,3.9,$40K - $55K(Employer est.),40000.0,55000.0,47500.0,Entry,Other,Remote
Full Stack Software Developer- Experienced,Cru3.8,"Orlando, FL",False,3.8,$70K(Employer est.),70000.0,70000.0,70000.0,Entry,Full Stack,Orlando
Front End Developer,Piper Companies4.0,"Dallas, TX",False,4.0,$55.00 - $63.00 Per Hour(Employer est.),114400.0,131040.0,122720.0,Not Specified,Frontend,Dallas
Oracle PL/SQL Developer,ProntoDigital LLC,"Boston, MA",False,3.9,$50.00 Per Hour(Employer est.),104000.0,104000.0,104000.0,Not Specified,Other,Boston
Software Developer,Embrace Education4.5,"Troy, IL",False,4.5,$60K - $89K(Glassdoor est.),60000.0,89000.0,74500.0,Not Specified,Other,Troy
Lead Software Developer,Support Pets,Remote,True,3.9,$160K - $200K(Employer est.),160000.0,200000.0,180000.0,Not Specified,Other,Remote
Freelance WordPress Developer,Personify3.5,Remote,True,3.5,$35.00 Per Hour(Employer est.),72800.0,72800.0,72800.0,Not Specified,Other,Remote
Software Developer,Crown Equipment Corporation3.8,"New Bremen, OH",False,3.8,$71K - $106K(Glassdoor est.),71000.0,106000.0,88500.0,Not Specified,Other,New Bremen
Software Developer,Summit Technology Holdings LLC3.4,"Plymouth, MA",False,3.4,$70K - $109K(Glassdoor est.),70000.0,109000.0,89500.0,Not Specified,Other,Plymouth
Fellow Software Development Eng,"Advanced Micro Devices, Inc3.9","Bellevue, WA",False,3.9,$146K - $196K(Glassdoor est.),146000.0,196000.0,171000.0,Not Specified,Other,Bellevue
Software Developer (Hybrid),Arrowhead Credit Union4.1,"Rancho Cucamonga, CA",False,4.1,$39.55 - $59.33 Per Hour(Employer est.),82264.0,123406.4,102835.2,Entry,Other,Rancho Cucamonga
Senior Software Engineer I,DigitalOcean3.8,"Boston, MA",False,3.8,$120K - $143K(Employer est.),120000.0,143000.0,131500.0,Senior,Other,Boston
Full Stack Developer,Sapa Investment Group4.1,"Salt Lake City, UT",False,4.1,$50K - $60K(Employer est.),50000.0,60000.0,55000.0,Not Specified,Full Stack,Salt Lake City
Software Developer,Verisk4.0,"Jersey City, NJ",False,4.0,Not Disclosed,,,,Not Specified,Other,Jersey City
Senior Software Developer,BMA Group3.7,"San Juan, PR",False,3.7,$61K - $114K(Glassdoor est.),61000.0,114000.0,87500.0,Senior,Other,San Juan
Application Developer,University of Arizona4.0,"Tucson, AZ",False,4.0,$59K - $74K(Employer est.),59000.0,74000.0,66500.0,Entry,Other,Tucson
Software Developer,AssureCare LLC3.0,United States,False,3.0,Not Disclosed,,,,Not Specified,Other,Remote
Senior Software Developer,SSD Alarm3.7,"Anaheim, CA",False,3.7,$130K(Employer est.),130000.0,130000.0,130000.0,Senior,Other,Anaheim
Software Developer,Arktek IT solutions,"Chantilly, VA",False,3.9,$98K - $149K(Employer est.),98000.0,149000.0,123500.0,Not Specified,Other,Chantilly
Sr Software Developer,Capstone Logistics LLC2.6,"Peachtree Corners, GA",False,2.6,$101K - $137K(Glassdoor est.),101000.0,137000.0,119000.0,Not Specified,Other,Peachtree Corners
Technical Applications Software Developer III,Emory Healthcare3.8,United States,False,3.8,$41.16 - $55.57 Per Hour(Employer est.),85612.79999999999,115585.6,100599.2,Senior,Other,Remote
Software Developer I,Mascoma Bank3.8,"Portland, ME",False,3.8,Not Disclosed,,,,Entry,Other,Portland
Software Developer,"ELEVATE ME, INC.","New York, NY",False,3.9,$140K - $154K(Employer est.),140000.0,154000.0,147000.0,Not Specified,Other,New York
.NET Software Developer,Laansu,"Sterling, VA",False,3.9,$105K - $125K(Employer est.),105000.0,125000.0,115000.0,Not Specified,Other,Sterling
Full-Stack Website Developer,Metric Marketing,"Saline, MI",False,3.9,$30.00 - $50.00 Per Hour(Employer est.),62400.0,104000.0,83200.0,Entry,Other,Saline
Node JS Developer Full Time,R2 Technologies Corporation4.6,"Newark, NJ",False,4.6,$75.00 - $80.00 Per Hour(Employer est.),156000.0,166400.0,161200.0,Entry,Other,Newark
Full Stack Developer,Glacier Analytics LLC,"Orlando, FL",False,3.9,$90K - $110K(Employer est.),90000.0,110000.0,100000.0,Not Specified,Full Stack,Orlando
Software Developer,People Driven Credit Union3.4,"Southfield, MI",False,3.4,$70K - $86K(Employer est.),70000.0,86000.0,78000.0,Not Specified,Other,Southfield
Software Engineer,JPMorganChase4.0,"Tampa, FL",False,4.0,$78K - $116K(Glassdoor est.),78000.0,116000.0,97000.0,Entry,Other,Tampa
Software Developer,Gold Medal Bakery3.0,"Fall River, MA",False,3.0,$95K - $105K(Employer est.),95000.0,105000.0,100000.0,Not Specified,Other,Fall River
Full Stack Developer-Healthcare,Intelliguard,"Columbus, OH",False,3.9,$170K(Employer est.),170000.0,170000.0,170000.0,Not Specified,Full Stack,Columbus
Software Developer 3,COMPA Industries Inc4.6,United States,False,4.6,$60.00 - $67.00 Per Hour(Employer est.),124800.0,139360.0,132080.0,Senior,Other,Remote
Software Developer,"Orion180 Insurance Services, LLC2.9","Melbourne, FL",False,2.9,$100K - $107K(Employer est.),100000.0,107000.0,103500.0,Not Specified,Other,Melbourne
Front-End Web Developer,Pencor Services2.5,"Palmerton, PA",False,2.5,$46K - $74K(Glassdoor est.),46000.0,74000.0,60000.0,Not Specified,Other,Palmerton
Software Developer,Western Michigan University4.2,"Kalamazoo, MI",False,4.2,Not Disclosed,,,,Not Specified,Other,Kalamazoo
SDE 2,Microsoft4.2,"Redmond, WA",False,4.2,$98K - $209K(Employer est.),98000.0,209000.0,153500.0,Mid,Other,Redmond
Software Developer,Mechanical Licensing Collective3.8,"Nashville, TN",False,3.8,Not Disclosed,,,,Not Specified,Other,Nashville
Software Developer,Good Place Holdings4.3,"Tallmadge, OH",False,4.3,Not Disclosed,,,,Not Specified,Other,Tallmadge
Application Developer I,The University Of Denver3.8,"Denver, CO",False,3.8,$68K - $78K(Employer est.),68000.0,78000.0,73000.0,Entry,Other,Denver
Software Developer II,"Red Roof Franchising, LLC","New Albany, OH",False,3.9,Not Disclosed,,,,Mid,Other,New Albany
Systems Software Developer - Power Triage,Apple4.1,"San Diego, CA",False,4.1,$116K - $174K(Employer est.),116000.0,174000.0,145000.0,Entry,Other,San Diego
Software Developer,ABC Legal Services3.1,"Longmont, CO",False,3.1,$90K - $110K(Employer est.),90000.0,110000.0,100000.0,Not Specified,Other,Longmont
Software Developers,Genisys Technologies2.5,"Plymouth, MN",False,2.5,Not Disclosed,,,,Not Specified,Other,Plymouth
Software Developer,"PowerPlan, Inc3.6","Atlanta, GA",False,3.6,Not Disclosed,,,,Not Specified,Other,Atlanta
Software Developer,Nationwide IT Services3.5,"Fairfax, VA",False,3.5,$103K - $147K(Glassdoor est.),103000.0,147000.0,125000.0,Not Specified,Other,Fairfax
Software Developer,Group Health Cooperative of Eau Claire4.0,"Altoona, WI",False,4.0,Not Disclosed,,,,Not Specified,Other,Altoona
Software Developer,AAA Texas LLC3.6,"Coppell, TX",False,3.6,$83K - $117K(Glassdoor est.),83000.0,117000.0,100000.0,Not Specified,Other,Coppell
Full Stack developer,JSR Tech Consulting5.0,"Newark, NJ",False,5.0,$65.00 - $75.00 Per Hour(Employer est.),135200.0,156000.0,145600.0,Not Specified,Full Stack,Newark
"Software Developer, Junior, Part-Time",DeVillier's Technology Solutions2.9,"Stafford, VA",False,2.9,$75K - $97K(Employer est.),75000.0,97000.0,86000.0,Entry,Other,Stafford
AWS Fullstack Developer,Delviom LLC4.8,"Reston, VA",False,4.8,$45.00 - $55.00 Per Hour(Employer est.),93600.0,114400.0,104000.0,Not Specified,Other,Reston
C# Software Developer,Piper Companies4.0,Remote,True,4.0,$62.00 - $65.00 Per Hour(Employer est.),128960.0,135200.0,132080.0,Not Specified,Other,Remote
Software Technical Support & Developer - Level 1,"Associated Appraisal Consultants, Inc.2.9","Appleton, WI",False,2.9,$50K - $80K(Employer est.),50000.0,80000.0,65000.0,Entry,Other,Appleton
Remote Software Developer Tech Interviewer: Part Time | Flexible Hours,Zionike LLC,Remote,True,3.9,$3K - $4K(Employer est.),3000.0,4000.0,3500.0,Entry,Other,Remote
IT Application Developer I/II,Department of Information Technology5.0,"Henrico, VA",False,5.0,$70K - $80K(Employer est.),70000.0,80000.0,75000.0,Mid,Other,Henrico
Software Developer,Safe-Guard Products International LLC3.9,"Atlanta, GA",False,3.9,$74K - $103K(Glassdoor est.),74000.0,103000.0,88500.0,Not Specified,Other,Atlanta
Support Software Developer,Mechanical Licensing Collective3.8,"Nashville, TN",False,3.8,$71K - $105K(Glassdoor est.),71000.0,105000.0,88000.0,Not Specified,Other,Nashville
Software Developer,INVID4.4,"San Juan, PR",False,4.4,$24.00 - $29.00 Per Hour(Employer est.),49920.0,60320.0,55120.0,Not Specified,Other,San Juan
Junior Application Developer - C#,"Agri Stats, Inc","Fort Wayne, IN",False,3.9,$76K - $103K(Employer est.),76000.0,103000.0,89500.0,Entry,Other,Fort Wayne
Software Developer,The Management Council of the Ohio Education Computer Network,Ohio,False,3.9,$50K - $68K(Employer est.),50000.0,68000.0,59000.0,Not Specified,Other,Ohio
Senior Software Developer,State of Washington3.5,"Olympia, WA",False,3.5,$91K - $119K(Employer est.),91000.0,119000.0,105000.0,Senior,Other,Olympia
Software Developer - Digital,Bamboo Insurance3.4,"Midvale, UT",False,3.4,$130K(Employer est.),130000.0,130000.0,130000.0,Entry,Other,Midvale
Software Developer,Acuity INC4.0,Virginia,False,4.0,Not Disclosed,,,,Not Specified,Other,Virginia
Analytical Software Developer,AIG3.7,"Philadelphia, PA",False,3.7,$84K - $112K(Employer est.),84000.0,112000.0,98000.0,Entry,Other,Philadelphia
Software Developer (Reston),CMC Électronique2.8,"Reston, VA",False,2.8,$93K - $134K(Glassdoor est.),93000.0,134000.0,113500.0,Not Specified,Other,Reston
Fintech Full Stack Developer,Dwight Funding,"New York, NY",False,3.9,$125K - $170K(Employer est.),125000.0,170000.0,147500.0,Entry,Full Stack,New York
Software Developer,Link Technologies4.0,United States,False,4.0,$49.05 - $54.12 Per Hour(Employer est.),102024.0,112569.59999999999,107296.79999999999,Not Specified,Other,Remote
Software Developer,Winthrop Capital Management3.4,"Carmel, IN",False,3.4,Not Disclosed,,,,Not Specified,Other,Carmel
Software Developer,"Pennington County, SD3.9","Rapid City, SD",False,3.9,$26.98 Per Hour(Employer est.),56118.4,56118.4,56118.4,Not Specified,Other,Rapid City
Software Engineering Co-op,AS&E2.4,"Billerica, MA",False,2.4,$79K - $126K(Glassdoor est.),79000.0,126000.0,102500.0,Entry,Other,Billerica
Software Engineering MTS,Salesforce4.1,"Bellevue, WA",False,4.1,$137K - $188K(Employer est.),137000.0,188000.0,162500.0,Entry,Other,Bellevue
Software Developer,Maccor Inc.,"Tulsa, OK",False,3.9,$80K - $110K(Employer est.),80000.0,110000.0,95000.0,Not Specified,Other,Tulsa
Front End Developer,R2 Technologies Corporation4.6,"Atlanta, GA",False,4.6,$70.00 - $80.00 Per Hour(Employer est.),145600.0,166400.0,156000.0,Not Specified,Frontend,Atlanta
Software Developer,Invincible TECH Systems3.6,"Bentonville, AR",False,3.6,$99K(Employer est.),99000.0,99000.0,99000.0,Not Specified,Other,Bentonville
Software Developer,State of Montana2.7,"Helena, MT",False,2.7,$30.55 - $39.61 Per Hour(Employer est.),63544.0,82388.8,72966.4,Not Specified,Other,Helena
Senior Software Developer,OSM Worldwide3.5,"Glendale Heights, IL",False,3.5,$110K - $129K(Employer est.),110000.0,129000.0,119500.0,Senior,Other,Glendale Heights
Software Engineering SMTS,Salesforce4.1,"Bellevue, WA",False,4.1,$190K - $253K(Employer est.),190000.0,253000.0,221500.0,Entry,Other,Bellevue
Node JS developer,R2 Technologies Corporation4.6,"San Francisco, CA",False,4.6,$70.00 - $80.00 Per Hour(Employer est.),145600.0,166400.0,156000.0,Not Specified,Other,San Francisco
Software Developer,ENGIE3.9,"Houston, TX",False,3.9,$96K - $135K(Employer est.),96000.0,135000.0,115500.0,Not Specified,Other,Houston
.NET Software Developer,Tech Army4.4,"Los Alamos, NM",False,4.4,$90.00 - $100.00 Per Hour(Employer est.),187200.0,208000.0,197600.0,Not Specified,Other,Los Alamos
Software Developer,King & Spalding3.6,"Atlanta, GA",False,3.6,$77K - $120K(Glassdoor est.),77000.0,120000.0,98500.0,Not Specified,Other,Atlanta
Software Developer,Tyler Technologies3.8,"Lincoln, NE",False,3.8,$58K - $86K(Glassdoor est.),58000.0,86000.0,72000.0,Not Specified,Other,Lincoln
Software Developer,Active9113.9,"Philomath, OR",False,3.9,$77K - $112K(Employer est.),77000.0,112000.0,94500.0,Not Specified,Other,Philomath
Infrastructure Software Engineer in Edge Cloud- Seattle,ByteDance3.6,"Seattle, WA",False,3.6,$138K - $238K(Employer est.),138000.0,238000.0,188000.0,Entry,Cloud,Seattle
Software Developer,SDH Systems4.6,"New York, NY",False,4.6,$94K(Employer est.),94000.0,94000.0,94000.0,Not Specified,Other,New York
Software Engineer - Backend,Uber3.8,"Seattle, WA",False,3.8,$167K - $186K(Employer est.),167000.0,186000.0,176500.0,Entry,Backend,Seattle
Senior Software Developer,State of Washington Administrative Office of the Courts3.5,"Olympia, WA",False,3.5,$91K - $119K(Employer est.),91000.0,119000.0,105000.0,Senior,Other,Olympia
Software Developer,Tyler Technologies3.8,"Jackson, MS",False,3.8,$66K - $101K(Glassdoor est.),66000.0,101000.0,83500.0,Not Specified,Other,Jackson
Software Developer I,RCN Capital3.1,"South Windsor, CT",False,3.1,$71K - $93K(Glassdoor est.),71000.0,93000.0,82000.0,Entry,Other,South Windsor
Software Developer,"Axis, LLC","Stamford, CT",False,3.9,$35.00 - $75.00 Per Hour(Employer est.),72800.0,156000.0,114400.0,Not Specified,Other,Stamford
Software Developer,General Atomics and Affiliated Companies3.9,"Poway, CA",False,3.9,$106K - $190K(Employer est.),106000.0,190000.0,148000.0,Not Specified,Other,Poway
Software Developer,Esker U.S4.4,"Middleton, WI",False,4.4,$90K - $120K(Employer est.),90000.0,120000.0,105000.0,Not Specified,Other,Middleton
Reporting Developer,adroitts4.2,"Detroit, MI",False,4.2,$45.00 - $50.00 Per Hour(Employer est.),93600.0,104000.0,98800.0,Entry,Other,Detroit
Software Developer Graduate (Routing Verification & Emulation) - 2025 Start (PhD),ByteDance3.6,"Seattle, WA",False,3.6,$138K - $238K(Employer est.),138000.0,238000.0,188000.0,Mid,Other,Seattle
Software Developer,Taylor Corporation3.1,Minnesota,False,3.1,Not Disclosed,,,,Not Specified,Other,Minnesota
